,closed,volume,ema6,ema12,ema26,macd,wrsi6,K9,D9
5515,141.5,26939460.0,142.00912174346067,141.5891109485234,140.79672421403535,0.7766482312557039,49.774149688870416,60.109634343782346,57.730942039535314
5516,142.0,17209761.0,141.8810811623071,141.59509245710282,140.86043773603262,0.7682495292186031,52.406034627060976,60.07308956252157,58.51165788053073
5517,141.5,18152173.0,141.7957207748714,141.6000770475857,140.91925021787625,0.7507649893167716,49.305636832457964,57.826504152792154,58.283273304617865
5518,142.0,13495395.0,141.98881384991427,141.7292308729881,141.0312309703473,0.740211971981575,52.666031474145036,58.5510027685281,58.372516459254605
5519,143.0,6168635.0,142.2842092332762,141.92019239415674,141.17305935724366,0.7415961849678767,59.16280538267824,62.84352565520921,59.86285285790614
5520,143.5,10831155.0,142.68947282218411,142.18349366179729,141.35205479130184,0.7595647220733908,62.26996321678969,64.11790599236168,61.281203902724656
5521,142.0,12968379.0,142.58464854812274,142.21541138483107,141.43074288427863,0.764585477769201,48.88092620733776,53.85638177268557,58.80626319271163
5522,142.5,14713096.0,142.6397656987485,142.30450948735924,141.53222420087258,0.7661254395126936,52.92930666297344,50.71906932993853,56.1105319051206
5523,143.0,18677987.0,142.67651046583234,142.3787579061327,141.62589926234392,0.7634720803679117,57.01440514051279,57.62223669614949,56.61443350213023
5524,139.5,43800291.0,141.90934031055488,142.04479825511058,141.52967624216362,0.7138020668837215,32.975246236429506,41.748157797432995,51.65900826723115
5525,138.0,46502108.0,140.68956020703658,141.4123318792588,141.27739345430487,0.5980293384977632,27.09908439078648,32.594009960193425,45.304008831551904
5526,135.5,53873344.0,139.1263734713577,140.510276566049,140.87144011166603,0.40619076167480134,19.978706243422504,23.581191825314136,38.063069829472646
5527,133.0,63475065.0,137.04258231423847,139.2377304717075,140.25632933384557,0.12123283691222561,15.189419298475343,21.893634056382265,32.67325790510919
5528,134.0,52641383.0,135.945054876159,138.3231087264229,139.75584246201132,-0.18956047758790232,23.941159818038923,23.237731346230152,29.528082385482843
5529,133.0,48536267.0,134.880036584106,137.39425727201908,139.21693150339507,-0.5161832283455215,21.303187511330034,21.66466040365961,26.9069417248751
5530,133.0,35133164.0,134.21169105607066,136.64104772668256,138.72909061851854,-0.8305551610436137,21.303187511330034,20.615946441945912,24.80994329723204
5531,133.5,50237061.0,134.09946070404712,136.18003977223546,138.35569903247867,-1.0995759808835326,27.087596068442252,21.151371702038016,23.590419432167366
5532,131.5,39498490.0,133.1913071360314,135.3791998101962,137.81872218382645,-1.367565259432874,20.023181960922464,16.66501703212791,21.281951965487547
5533,137.0,79648971.0,134.41920475735427,135.62849984183018,137.74612816968596,-1.5175778731174558,57.01641365573403,33.91702889861159,25.493644276528897
5534,137.0,37008681.0,135.15446983823617,135.79458320152514,137.65988754124857,-1.5871231664386491,57.01641365573402,51.50024148796329,34.16251001367369
5535,138.0,24995537.0,135.93631322549078,136.07881933460428,137.64758849961407,-1.5834523661528788,61.659585503399306,67.66682765864219,45.330615895329856
5536,134.5,44423192.0,135.62420881699384,135.89901611217024,137.44392784579762,-1.5757442396477777,42.41584404679362,62.88899621687258,51.1834093358441
5537,135.0,31957378.0,135.4578058779959,135.77001342680853,137.26554878073628,-1.559702462503772,45.34026342410794,61.925997477915054,54.76427204986775
5538,138.5,33926219.0,136.26353725199726,136.12084452234043,137.3124296437566,-1.4860789942862485,61.685180390030055,74.61733165194336,61.38195858389295
5539,139.5,27213347.0,137.34235816799819,136.68403710195037,137.48070428654455,-1.3481966323478356,65.24810681889909,81.3238351363833,68.0292507680564
5540,137.5,24102538.0,137.47823877866546,136.86169758495865,137.50141934142573,-1.206501657171685,53.343101938103445,78.77729359969412,71.61193171193564
